text,register
αὐτὰρ ἐγὼ δίχα πάντας ἐυκνήμιδας ἑταίρους ἠρίθμεον ἀρχὸν δὲ μετ’ ἀμφοτέροισιν ὄπασσα,speech
τῶν μὲν ἐγὼν ἦρχον τῶν δ’ Εὐρύλοχος θεοειδής,speech
κλήρους δ’ ἐν κυνέῃ χαλκήρεϊ πάλλομεν ὦκα,speech
ἐκ δ’ ἔθορε κλῆρος μεγαλήτορος Εὐρυλόχοιο,speech
βῆ δ’ ἰέναι ἅμα τῷ γε δύω καὶ εἴκοσ’ ἑταῖροι κλαίοντες,speech
κατὰ δ’ ἄμμε λίπον γοόωντας ὄπισθεν,speech
εὗρον δ’ ἐν βήσσῃσι τετυγμένα δώματα Κίρκης ξεστοῖσιν λάεσσι περισκέπτῳ ἐνὶ χώρῳ,speech
ἀμφὶ δέ μιν λύκοι ἦσαν ὀρέστεροι ἠδὲ λέοντες τοὺς αὐτὴ κατέθελξεν ἐπεὶ κακὰ φάρμακ’ ἔδωκεν,speech
οὐδ’ οἵ γ’ ὡρμήθησαν ἐπ’ ἀνδράσιν ἀλλ’ ἄρα τοί γε οὐρῇσιν μακρῇσι περισσαίνοντες ἀνέσταν,speech
ὡς δ’ ὅτ’ ἂν ἀμφὶ ἄνακτα κύνες δαίτηθεν ἰόντα σαίνωσ’ αἰεὶ γάρ τε φέρει μειλίγματα θυμοῦ ὣς τοὺς ἀμφὶ λύκοι κρατερώνυχες ἠδὲ λέοντες σαῖνον,speech
τοὶ δ’ ἔδεισαν ἐπεὶ ἴδον αἰνὰ πέλωρα,speech
ἔσταν δ’ ἐν προθύροισι θεᾶς καλλιπλοκάμοιο Κίρκης δ’ ἔνδον ἄκουον ἀειδούσης ὀπὶ καλῇ ἱστὸν ἐποιχομένης μέγαν ἄμβροτον οἷα θεάων λεπτά τε καὶ χαρίεντα καὶ ἀγλαὰ ἔργα πέλονται,speech
τοῖσι δὲ μύθων ἦρχε Πολίτης ὄρχαμος ἀνδρῶν ὅς μοι κήδιστος ἑτάρων ἦν κεδνότατός τε,speech
ὦ φίλοι ἔνδον γάρ τις ἐποιχομένη μέγαν ἱστὸν καλὸν ἀοιδιάει δάπεδον δ’ ἅπαν ἀμφιμέμυκεν ἢ θεὸς ἠὲ γυνή,speech
ἀλλὰ φθεγγώμεθα θᾶσσον,speech
ὣς ἄρ’ ἐφώνησεν τοὶ δὲ φθέγγοντο καλεῦντες,speech
ἡ δ’ αἶψ’ ἐξελθοῦσα θύρας ὤιξε φαεινὰς καὶ κάλει,speech
οἱ δ’ ἅμα πάντες ἀιδρείῃσιν ἕποντο,speech
Εὐρύλοχος δ’ ὑπέμεινεν ὀισάμενος δόλον εἶναι,speech
εἷσεν δ’ εἰσαγαγοῦσα κατὰ κλισμούς τε θρόνους τε ἐν δέ σφιν τυρόν τε καὶ ἄλφιτα καὶ μέλι χλωρὸν οἴνῳ Πραμνείῳ ἐκύκα,speech
ἀνέμισγε δὲ σίτῳ φάρμακα λύγρ’ ἵνα πάγχυ λαθοίατο πατρίδος αἴης,speech
αὐτὰρ ἐπεὶ δῶκέν τε καὶ ἔκπιον αὐτίκ’ ἔπειτα ῥάβδῳ πεπληγυῖα κατὰ συφεοῖσιν ἐέργνυ,speech
οἱ δὲ συῶν μὲν ἔχον κεφαλὰς φωνήν τε τρίχας τε καὶ δέμας αὐτὰρ νοῦς ἦν ἔμπεδος ὡς τὸ πάρος περ,speech
ὣς οἱ μὲν κλαίοντες ἐέρχατο τοῖσι δὲ Κίρκη πάρ ῥ’ ἄκυλον βάλανόν τε βάλεν καρπόν τε κρανείης ἔδμεναι οἷα σύες χαμαιευνάδες αἰὲν ἔδουσιν,speech
Εὐρύλοχος δ’ αἶψ’ ἦλθε θοὴν ἐπὶ νῆα μέλαιναν ἀγγελίην ἑτάρων ἐρέων καὶ ἀδευκέα πότμον,speech
οὐδέ τι ἐκφάσθαι δύνατο ἔπος ἱέμενός περ κῆρ ἄχεϊ μεγάλῳ βεβολημένος,speech
ἐν δέ οἱ ὄσσε δακρυόφιν πίμπλαντο γόον δ’ ὠίετο θυμός,speech
ἀλλ’ ὅτε δή μιν πάντες ἀγασσάμεθ’ ἐξερέοντες καὶ τότε τῶν ἄλλων ἑτάρων κατέλεξεν ὄλεθρον,speech
ἤιομεν ὡς ἐκέλευες ἀνὰ δρυμά φαίδιμ’ Ὀδυσσεῦ,speech
εὕρομεν ἐν βήσσῃσι τετυγμένα δώματα καλὰ ξεστοῖσιν λάεσσι περισκέπτῳ ἐνὶ χώρῳ,speech
ἔνθα δέ τις μέγαν ἱστὸν ἐποιχομένη λίγ’ ἄειδεν ἢ θεὸς ἠὲ γυνή,speech
τοὶ δὲ φθέγγοντο καλεῦντες,speech
ἡ δ’ αἶψ’ ἐξελθοῦσα θύρας ὤιξε φαεινὰς καὶ κάλει,speech
οἱ δ’ ἅμα πάντες ἀιδρείῃσιν ἕποντο,speech
αὐτὰρ ἐγὼν ὑπέμεινα ὀισάμενος δόλον εἶναι,speech
οἱ δ’ ἅμ’ ἀιστώθησαν ἀολλέες οὐδέ τις αὐτῶν ἐξεφάνη,speech
δηρὸν δὲ καθήμενος ἐσκοπίαζον,speech
ὣς ἔφατ’ αὐτὰρ ἐγὼ περὶ μὲν ξίφος ἀργυρόηλον ὤμοιιν βαλόμην μέγα χάλκεον ἀμφὶ δὲ τόξα,speech
τὸν δ’ ἂψ ἠνώγεα αὐτὴν ὁδὸν ἡγήσασθαι,speech
αὐτὰρ ὅ γ’ ἀμφοτέρῃσι λαβὼν ἐλλίσσετο γούνων καί μ’ ὀλοφυρόμενος ἔπεα πτερόεντα προσηύδα,speech
μή μ’ ἄγε κεῖσ’ ἀέκοντα διοτρεφές ἀλλὰ λίπ’ αὐτοῦ,speech
οἶδα γάρ ὡς οὔτ’ αὐτὸς ἐλεύσεαι οὔτε τιν’ ἄλλον ἄξεις σῶν ἑτάρων,speech
ἀλλὰ ξὺν τοίσδεσι θᾶσσον φεύγωμεν,speech
ἔτι γάρ κεν ἀλύξαιμεν κακὸν ἦμαρ,speech
ὣς ἔφατ’ αὐτὰρ ἐγώ μιν ἀμειβόμενος προσέειπον,speech
Εὐρύλοχ’ ἦ τοι μὲν σὺ μέν’ αὐτοῦ τῷδ’ ἐνὶ χώρῳ ἔσθων καὶ πίνων κοίλῃ παρὰ νηὶ μελαίνῃ,speech
αὐτὰρ ἐγὼν εἶμι κρατερὴ δέ μοι ἔπλετ’ ἀνάγκη,speech
ὣς εἰπὼν παρὰ νηὸς ἀνήιον ἠδὲ θαλάσσης,speech
ἀλλ’ ὅτε δὴ ἄρ’ ἔμελλον ἰὼν ἱερὰς ἀνὰ βήσσας Κίρκης ἵξεσθαι πολυφαρμάκου ἐς μέγα δῶμα ἔνθα μοι Ἑρμείας χρυσόρραπις ἀντεβόλησεν ἐρχομένῳ πρὸς δῶμα νεηνίῃ ἀνδρὶ ἐοικώς πρῶτον ὑπηνήτῃ τοῦ περ χαριεστάτη ἥβη,speech
ἔν τ’ ἄρα μοι φῦ χειρί ἔπος τ’ ἔφατ’ ἔκ τ’ ὀνόμαζε,speech
πῇ δὴ αὖτ’ ὦ δύστηνε δι’ ἄκριας ἔρχεαι οἶος χώρου ἄιδρις ἐών,speech
ἕταροι δέ τοι οἵδ’ ἐνὶ Κίρκης ἔρχαται ὥς τε σύες πυκινοὺς κευθμῶνας ἔχοντες,speech
ἦ τοὺς λυσόμενος δεῦρ’ ἔρχεαι,speech
οὐδέ σέ φημι αὐτὸν νοστήσειν μενέεις δὲ σύ γ’ ἔνθα περ ἄλλοι,speech
ἀλλ’ ἄγε δή σε κακῶν ἐκλύσομαι ἠδὲ σαώσω,speech
τῆ τόδε φάρμακον ἐσθλὸν ἔχων ἐς δώματα Κίρκης ἔρχευ ὅ κέν τοι κρατὸς ἀλάλκῃσιν κακὸν ἦμαρ,speech
πάντα δέ τοι ἐρέω ὀλοφώια δήνεα Κίρκης,speech
τεύξει τοι κυκεῶ βαλέει δ’ ἐν φάρμακα σίτῳ,speech
ἀλλ’ οὐδ’ ὣς θέλξαι σε δυνήσεται,speech
οὐ γὰρ ἐάσει φάρμακον ἐσθλόν ὅ τοι δώσω ἐρέω δὲ ἕκαστα,speech
ὁππότε κεν Κίρκη σ’ ἐλάσῃ περιμήκεϊ ῥάβδῳ δὴ τότε σὺ ξίφος ὀξὺ ἐρυσσάμενος παρὰ μηροῦ Κίρκῃ ἐπαῖξαι ὥς τε κτάμεναι μενεαίνων,speech
ἡ δέ σ’ ὑποδείσασα κελήσεται εὐνηθῆναι,speech
ἔνθα σὺ μηκέτ’ ἔπειτ’ ἀπανήνασθαι θεοῦ εὐνήν ὄφρα κέ τοι λύσῃ θ’ ἑτάρους αὐτόν τε κομίσσῃ,speech
ἀλλὰ κέλεσθαί μιν μακάρων μέγαν ὅρκον ὀμόσσαι μή τί τοι αὐτῷ πῆμα κακὸν βουλευσέμεν ἄλλο μή σ’ ἀπογυμνωθέντα κακὸν καὶ ἀνήνορα θήῃ,speech
ὣς ἄρα φωνήσας πόρε φάρμακον ἀργεϊφόντης ἐκ γαίης ἐρύσας καί μοι φύσιν αὐτοῦ ἔδειξε,speech
ῥίζῃ μὲν μέλαν ἔσκε γάλακτι δὲ εἴκελον ἄνθος,speech
μῶλυ δέ μιν καλέουσι θεοί,speech
χαλεπὸν δέ τ’ ὀρύσσειν ἀνδράσι γε θνητοῖσι θεοὶ δέ τε πάντα δύνανται,speech
Ἑρμείας μὲν ἔπειτ’ ἀπέβη πρὸς μακρὸν Ὄλυμπον νῆσον ἀν’ ὑλήεσσαν ἐγὼ δ’ ἐς δώματα Κίρκης ἤια πολλὰ δέ μοι κραδίη πόρφυρε κιόντι,speech
ἔστην δ’ εἰνὶ θύρῃσι θεᾶς καλλιπλοκάμοιο,speech
ἔνθα στὰς ἐβόησα θεὰ δέ μευ ἔκλυεν αὐδῆς,speech
ἡ δ’ αἶψ’ ἐξελθοῦσα θύρας ὤιξε φαεινὰς καὶ κάλει,speech
αὐτὰρ ἐγὼν ἑπόμην ἀκαχήμενος ἦτορ,speech
εἷσε δέ μ’ εἰσαγαγοῦσα ἐπὶ θρόνου ἀργυροήλου καλοῦ δαιδαλέου,speech
ὑπὸ δὲ θρῆνυς ποσὶν ἦεν,speech
τεῦχε δέ μοι κυκεῶ χρυσέῳ δέπαι ὄφρα πίοιμι ἐν δέ τε φάρμακον ἧκε κακὰ φρονέουσ’ ἐνὶ θυμῷ,speech
αὐτὰρ ἐπεὶ δῶκέν τε καὶ ἔκπιον οὐδέ μ’ ἔθελξε ῥάβδῳ πεπληγυῖα ἔπος τ’ ἔφατ’ ἔκ τ’ ὀνόμαζεν,speech
ἔρχεο νῦν συφεόνδε μετ’ ἄλλων λέξο ἑταίρων,speech
ὣς φάτ’ ἐγὼ δ’ ἄορ ὀξὺ ἐρυσσάμενος παρὰ μηροῦ Κίρκῃ ἐπήιξα ὥς τε κτάμεναι μενεαίνων,speech
ἡ δὲ μέγα ἰάχουσα ὑπέδραμε καὶ λάβε γούνων καί μ’ ὀλοφυρομένη ἔπεα πτερόεντα προσηύδα,speech
τίς πόθεν εἰς ἀνδρῶν,speech
πόθι τοι πόλις ἠδὲ τοκῆες,speech
θαῦμά μ’ ἔχει ὡς οὔ τι πιὼν τάδε φάρμακ’ ἐθέλχθης,speech
οὐδὲ γὰρ οὐδέ τις ἄλλος ἀνὴρ τάδε φάρμακ’ ἀνέτλη ὅς κε πίῃ καὶ πρῶτον ἀμείψεται ἕρκος ὀδόντων,speech
σοὶ δέ τις ἐν στήθεσσιν ἀκήλητος νόος ἐστίν,speech
ἦ σύ γ’ Ὀδυσσεύς ἐσσι πολύτροπος ὅν τέ μοι αἰεὶ φάσκεν ἐλεύσεσθαι χρυσόρραπις ἀργεϊφόντης ἐκ Τροίης ἀνιόντα θοῇ σὺν νηὶ μελαίνῃ,speech
ἀλλ’ ἄγε δὴ κολεῷ μὲν ἄορ θέο νῶι δ’ ἔπειτα εὐνῆς ἡμετέρης ἐπιβείομεν ὄφρα μιγέντε εὐνῇ καὶ φιλότητι πεποίθομεν ἀλλήλοισιν,speech
ὣς ἔφατ’ αὐτὰρ ἐγώ μιν ἀμειβόμενος προσέειπον,speech
ὦ Κίρκη πῶς γάρ με κέλεαι σοὶ ἤπιον εἶναι ἥ μοι σῦς μὲν ἔθηκας ἐνὶ μεγάροισιν ἑταίρους αὐτὸν δ’ ἐνθάδ’ ἔχουσα δολοφρονέουσα κελεύεις ἐς θάλαμόν τ’ ἰέναι καὶ σῆς ἐπιβήμεναι εὐνῆς ὄφρα με γυμνωθέντα κακὸν καὶ ἀνήνορα θήῃς,speech
οὐδ’ ἂν ἐγώ γ’ ἐθέλοιμι τεῆς ἐπιβήμεναι εὐνῆς εἰ μή μοι τλαίης γε θεά μέγαν ὅρκον ὀμόσσαι μή τί μοι αὐτῷ πῆμα κακὸν βουλευσέμεν ἄλλο,speech
ὣς ἐφάμην ἡ δ’ αὐτίκ’ ἀπώμνυεν ὡς ἐκέλευον,speech
αὐτὰρ ἐπεί ῥ’ ὄμοσέν τε τελεύτησέν τε τὸν ὅρκον καὶ τότ’ ἐγὼ Κίρκης ἐπέβην περικαλλέος εὐνῆς,speech
ἀμφίπολοι δ’ ἄρα τέως μὲν ἐνὶ μεγάροισι πένοντο τέσσαρες αἵ οἱ δῶμα κάτα δρήστειραι ἔασι,speech
γίγνονται δ’ ἄρα ταί γ’ ἔκ τε κρηνέων ἀπό τ’ ἀλσέων ἔκ θ’ ἱερῶν ποταμῶν οἵ τ’ εἰς ἅλαδε προρέουσι,speech
τάων ἡ μὲν ἔβαλλε θρόνοις ἔνι ῥήγεα καλὰ πορφύρεα καθύπερθ’ ὑπένερθε δὲ λῖθ’ ὑπέβαλλεν,speech
ἡ δ’ ἑτέρη προπάροιθε θρόνων ἐτίταινε τραπέζας ἀργυρέας ἐπὶ δέ σφι τίθει χρύσεια κάνεια,speech
ἡ δὲ τρίτη κρητῆρι μελίφρονα οἶνον ἐκίρνα ἡδὺν ἐν ἀργυρέῳ νέμε δὲ χρύσεια κύπελλα,speech
ἡ δὲ τετάρτη ὕδωρ ἐφόρει καὶ πῦρ ἀνέκαιε πολλὸν ὑπὸ τρίποδι μεγάλῳ,speech
ἰαίνετο δ’ ὕδωρ,speech
αὐτὰρ ἐπεὶ δὴ ζέσσεν ὕδωρ ἐνὶ ἤνοπι χαλκῷ ἔς ῥ’ ἀσάμινθον ἕσασα λό’ ἐκ τρίποδος μεγάλοιο θυμῆρες κεράσασα κατὰ κρατός τε καὶ ὤμων ὄφρα μοι ἐκ κάματον θυμοφθόρον εἵλετο γυίων,speech
αὐτὰρ ἐπεὶ λοῦσέν τε καὶ ἔχρισεν λίπ’ ἐλαίῳ ἀμφὶ δέ με χλαῖναν καλὴν βάλεν ἠδὲ χιτῶνα εἷσε δέ μ’ εἰσαγαγοῦσα ἐπὶ θρόνου ἀργυροήλου καλοῦ δαιδαλέου ὑπὸ δὲ θρῆνυς ποσὶν ἦεν,speech
χέρνιβα δ’ ἀμφίπολος προχόῳ ἐπέχευε φέρουσα καλῇ χρυσείῃ ὑπὲρ ἀργυρέοιο λέβητος νίψασθαι,speech
παρὰ δὲ ξεστὴν ἐτάνυσσε τράπεζαν,speech
σῖτον δ’ αἰδοίη ταμίη παρέθηκε φέρουσα εἴδατα πόλλ’ ἐπιθεῖσα χαριζομένη παρεόντων,speech
ἐσθέμεναι δ’ ἐκέλευεν,speech
ἐμῷ δ’ οὐχ ἥνδανε θυμῷ ἀλλ’ ἥμην ἀλλοφρονέων κακὰ δ’ ὄσσετο θυμός,speech
Κίρκη δ’ ὡς ἐνόησεν ἔμ’ ἥμενον οὐδ’ ἐπὶ σίτῳ χεῖρας ἰάλλοντα κρατερὸν δέ με πένθος ἔχοντα ἄγχι παρισταμένη ἔπεα πτερόεντα προσηύδα,speech
τίφθ’ οὕτως Ὀδυσεῦ κατ’ ἄρ’ ἕζεαι ἶσος ἀναύδῳ θυμὸν ἔδων βρώμης δ’ οὐχ ἅπτεαι οὐδὲ ποτῆτος,speech
ἦ τινά που δόλον ἄλλον ὀίεαι,speech
οὐδέ τί σε χρὴ δειδίμεν,speech
ἤδη γάρ τοι ἀπώμοσα καρτερὸν ὅρκον,speech
ὣς ἔφατ’ αὐτὰρ ἐγώ μιν ἀμειβόμενος προσέειπον,speech
ὦ Κίρκη τίς γάρ κεν ἀνήρ ὃς ἐναίσιμος εἴη πρὶν τλαίη πάσσασθαι ἐδητύος ἠδὲ ποτῆτος πρὶν λύσασθ’ ἑτάρους καὶ ἐν ὀφθαλμοῖσιν ἰδέσθαι,speech
ἀλλ’ εἰ δὴ πρόφρασσα πιεῖν φαγέμεν τε κελεύεις λῦσον ἵν’ ὀφθαλμοῖσιν ἴδω ἐρίηρας ἑταίρους,speech
ὣς ἐφάμην Κίρκη δὲ διὲκ μεγάροιο βεβήκει ῥάβδον ἔχουσ’ ἐν χειρί θύρας δ’ ἀνέῳξε συφειοῦ ἐκ δ’ ἔλασεν σιάλοισιν ἐοικότας ἐννεώροισιν,speech
οἱ μὲν ἔπειτ’ ἔστησαν ἐναντίοι ἡ δὲ δι’ αὐτῶν ἐρχομένη προσάλειφεν ἑκάστῳ φάρμακον ἄλλο,speech
τῶν δ’ ἐκ μὲν μελέων τρίχες ἔρρεον ἃς πρὶν ἔφυσε φάρμακον οὐλόμενον τό σφιν πόρε πότνια Κίρκη,speech
ἄνδρες δ’ ἂψ ἐγένοντο νεώτεροι ἢ πάρος ἦσαν καὶ πολὺ καλλίονες καὶ μείζονες εἰσοράασθαι,speech
ἔγνωσαν δέ μ’ ἐκεῖνοι ἔφυν τ’ ἐν χερσὶν ἕκαστος,speech
πᾶσιν δ’ ἱμερόεις ὑπέδυ γόος ἀμφὶ δὲ δῶμα σμερδαλέον κονάβιζε,speech
